pair_id,item_id,language_code,language,speaker,category,english,translation,translator_notes
en-zh-022,EN-022,zh,"Chinese (Mandarin, Simplified)",doctor,skin_eczema,"This is eczema, which is a common condition where the skin becomes dry and inflamed. I will give you a steroid cream to apply thinly twice a day on the red areas, for one week only. Use a gentle soap-free wash, and apply moisturiser generously several times a day, even after the rash is gone.",这是湿疹，是一种常见的病症，皮肤会变得干燥和发炎。我会给您开一种类固醇药膏，每天两次，在红的地方薄薄地涂一层，只用一个星期。请用温和的无皂沐浴露，每天多次大量涂保湿霜，就算红疹消了也要继续涂。,"Steroid cream = 类固醇药膏 (alt: 激素药膏, more common in China). 'Gentle soap-free wash' as 温和的无皂沐浴露 (alt: 无皂清洁剂/洗剂); 'apply generously' as 大量涂 (alt: 厚厚地涂); 'even after the rash is gone' as 就算红疹消了也要继续涂, where 继续 makes the implied continuation explicit."
en-zh-023,EN-023,zh,"Chinese (Mandarin, Simplified)",patient,paediatric_hfmd,"My son is four years old and he has had a fever since yesterday. Today I noticed small blisters on his palms and the soles of his feet, and he has some ulcers in his mouth. He refuses to eat or drink because it hurts. His preschool said another child had hand, foot and mouth disease.",我儿子四岁，从昨天开始发烧。今天我发现他的手掌和脚底长了一些小水泡，嘴里也有一些溃疡。因为会痛，他不肯吃东西也不肯喝水。他的幼儿园说有另一个小朋友得了手足口病。,"Hand, foot and mouth disease = 手足口病 (standard). Preschool = 幼儿园 (alt: 学前班/托儿所); 'ulcers in his mouth' as 嘴里有溃疡 (alt: 口腔溃疡/口疮)."
en-zh-024,EN-024,zh,"Chinese (Mandarin, Simplified)",doctor,paediatric_hfmd,"Your son has hand, foot and mouth disease. It is caused by a virus and usually gets better on its own within seven to ten days. He must stay at home and not go to preschool until all the blisters have dried. Make sure he drinks enough fluids, and bring him back if he becomes very drowsy or stops passing urine.",您的儿子得了手足口病。这是病毒引起的，通常在七到十天内会自己好。他一定要留在家里，不能去幼儿园，直到所有的水泡都干了为止。请确保他喝足够的水，如果他变得很嗜睡或者不再小便，就要带他回来看。,Doctor uses 您 to the parent. 'Drinks enough fluids' rendered naturally as 喝足够的水 (alt: 补充足够的水分/液体); 'very drowsy' as 很嗜睡 (alt: 很想睡/昏昏沉沉); 'stops passing urine' as 不再小便 (alt: 没有小便/没有尿).
en-zh-025,EN-025,zh,"Chinese (Mandarin, Simplified)",patient,allergic_rhinitis,"Every morning when I wake up, I sneeze non-stop and my nose is very runny and itchy. My eyes also become watery and red. It seems to be worse when I clean my room or when there is haze. This has been going on for years, but lately it is getting worse.",每天早上起床的时候，我都会不停地打喷嚏，鼻涕流得很厉害，鼻子也很痒。我的眼睛也会流眼泪、发红。好像在打扫房间或者有烟霾的时候会更严重。这个情况已经有好几年了，但是最近越来越严重了。,'haze' rendered with the Singapore term '烟霾' (alt: '雾霾'). 'Runny nose' as '鼻涕流得很厉害' (alt: '一直流鼻水'); 'watery eyes' as '流眼泪' (alt: '眼睛水汪汪'). Patient speaks in plain first person.
en-zh-026,EN-026,zh,"Chinese (Mandarin, Simplified)",patient,eye_conjunctivitis,"My left eye became red and swollen yesterday, and this morning when I woke up, my eyelashes were stuck together with yellow discharge. It feels gritty, like there is sand inside. Now my right eye is starting to turn red as well. I wear contact lenses for work.",我的左眼昨天开始红肿，今天早上起床的时候，眼睫毛被黄色的分泌物粘在一起。感觉眼睛里面沙沙的，好像有沙子一样。现在我的右眼也开始红了。我上班的时候会戴隐形眼镜。,'discharge' as '分泌物' (colloquial alt: '眼屎'); 'contact lenses' as '隐形眼镜'. 'Gritty' as '沙沙的' (alt: '有异物感'); 'for work' rendered as '上班的时候' (alt: '因为工作需要').
en-zh-027,EN-027,zh,"Chinese (Mandarin, Simplified)",patient,gout,"Last night I woke up with a terrible pain in my big toe. It is red, hot and so swollen that I cannot even put on my shoe or let the blanket touch it. I had a lot of beer and seafood at a wedding dinner on Saturday. Is this gout?",昨天晚上我醒来的时候，大脚趾痛得很厉害。它又红又烫，肿到我连鞋子都穿不上，连被子碰到都受不了。我星期六在一个婚宴上喝了很多啤酒，也吃了很多海鲜。这是痛风吗？,"'gout' as '痛风'; 'wedding dinner' as '婚宴' (alt: '喜宴', '结婚晚宴'). 'Hot' rendered as '烫' (alt: '发热'); 'woke up with' kept neutral rather than '痛醒' to avoid implying causation, though '痛醒' is an acceptable alternative."
en-zh-028,EN-028,zh,"Chinese (Mandarin, Simplified)",patient,joint_pain_knee,"My knees have been aching for a few years, but recently the pain is much worse, especially when I go up and down the stairs or stand up after sitting for a long time. Sometimes I hear a cracking sound. In the morning my knees feel stiff for about fifteen minutes.",我的膝盖已经酸痛了好几年，但是最近痛得严重很多，特别是上下楼梯，或者坐了很久之后站起来的时候。有时候我会听到咔咔的响声。早上我的膝盖会僵硬大概十五分钟。,"'aching' as '酸痛'; 'stiff' as '僵硬' (alt: '硬硬的'). 'Cracking sound' as '咔咔的响声' (alts: '咯咯声', '咔嚓声'); 'fifteen minutes' written out as '十五分钟'."
en-zh-029,EN-029,zh,"Chinese (Mandarin, Simplified)",patient,sleep_mental_health,"For the past two months, I have not been able to sleep well. I lie in bed for hours thinking about work, and I wake up at four in the morning and cannot fall back asleep. I feel tired and irritable all day, and I have lost interest in things I used to enjoy.",过去两个月，我一直睡不好。我躺在床上好几个小时都在想工作的事，而且凌晨四点就会醒来，然后就再也睡不着了。我整天都觉得很累，很烦躁，以前喜欢做的事情现在也提不起兴趣了。,'four in the morning' as '凌晨四点' (alt: '早上四点'); 'cannot fall back asleep' as '再也睡不着了' (alt: '睡不回去'). 'Irritable' as '烦躁' (alt: '容易发脾气'); 'lost interest' as '提不起兴趣' (alt: '失去兴趣').
en-zh-030,EN-030,zh,"Chinese (Mandarin, Simplified)",patient,dizziness_vertigo,"Whenever I turn my head quickly or roll over in bed, the whole room starts spinning for about half a minute. I feel very nauseous during these episodes. It started three days ago. I don't have any weakness in my arms or legs, and my speech is normal.",每次我快速转头或者在床上翻身的时候，整个房间就开始旋转，大概持续半分钟。发作的时候我觉得很恶心。这是三天前开始的。我的手脚没有无力的感觉，说话也正常。,'room spinning' as '整个房间就开始旋转' (alt: '天旋地转'); 'nauseous' as '恶心' (alt: '想吐'). 'Arms or legs' as colloquial '手脚' (alt: '手臂或腿'); 'half a minute' as '半分钟' (alt: '三十秒').
en-zh-031,EN-031,zh,"Chinese (Mandarin, Simplified)",doctor,chest_pain_referral,"The chest pain you describe, which spreads to your left arm and comes on when you walk, could be a sign of a heart problem. Your ECG today shows some changes, so I am going to refer you to the emergency department right now. Please do not drive yourself there; we will call an ambulance for you.",您说的胸痛会扩散到左手臂，而且走路的时候就会发作，这可能是心脏有问题的迹象。您今天的心电图显示有一些变化，所以我现在就要把您转介到急诊部。请不要自己开车过去，我们会帮您叫救护车。,"Doctor addresses the patient with polite '您' throughout. 'ECG' as '心电图' (English 'ECG' is also common in Singapore clinics); 'refer' as the Singapore term '转介' (alt: '转诊'), 'emergency department' as '急诊部' (alt: '急诊室'). 'Spreads to' as '扩散到' (alts: '蔓延到', '放射到')."
en-zh-032,EN-032,zh,"Chinese (Mandarin, Simplified)",doctor,vaccination,"Since you are sixty-five years old and have diabetes, I strongly recommend that you get the influenza vaccine every year, as well as the pneumococcal vaccine. These are subsidised for you under the national schedule. You may have a sore arm or a mild fever for a day or two after the injection, which is normal.",因为您已经六十五岁，又有糖尿病，我强烈建议您每年都打流感疫苗，还有肺炎球菌疫苗。根据国家疫苗接种计划，您打这些疫苗是有津贴的。打针之后的一两天，您的手臂可能会酸痛，或者会有轻微发烧，这是正常的。,"Doctor uses polite '您' throughout. 'Influenza vaccine' as '流感疫苗', 'pneumococcal vaccine' as '肺炎球菌疫苗' (alt: '肺炎疫苗'). 'National schedule' as '国家疫苗接种计划' (full name '国家成人疫苗接种计划'); 'subsidised' as '有津贴' (alt: '有政府补贴'). 'For a day or two' covers both side effects."
en-zh-033,EN-033,zh,"Chinese (Mandarin, Simplified)",patient,medication_refill_side_effect,"I need to top up my medicine for blood pressure and cholesterol, because I only have about one week left. By the way, ever since I started the new tablet last month, I have been having a dry cough that doesn't go away. Could it be caused by the medicine?",我需要再拿一些血压和胆固醇的药，因为我只剩下大概一个星期的份量了。对了，自从我上个月开始吃那种新的药片以后，我就一直干咳，都好不了。会不会是药物引起的？,"'Top up my medicine' as '再拿一些…的药' (Singapore alts: '续药', '配药', '再拿药'). 'Dry cough' as '干咳'; 'tablet' as '药片' (alt: '药丸'). 'Doesn't go away' as '都好不了' (alt: '一直没好')."
en-zh-034,EN-034,zh,"Chinese (Mandarin, Simplified)",doctor,medication_counselling,"This antihistamine will help with the itching and sneezing, but it can make you drowsy, so please do not drive or operate machinery after taking it. Take one tablet at night before you sleep. Do you have any drug allergies, or are you taking any other medicines or supplements at the moment?",这种抗组胺药可以缓解痒和打喷嚏，但是它可能会让您想睡觉，所以吃了以后请不要开车或者操作机器。晚上睡觉前吃一粒。您有没有对什么药物过敏，或者目前有没有在吃其他药物或者保健品？,"Doctor uses polite '您' throughout. 'Antihistamine' as '抗组胺药' (lay alts: '抗过敏药', '敏感药'); 'drowsy' as '想睡觉' (alt: '嗜睡', '昏昏欲睡'). 'Supplements' as '保健品' (alts: '营养补充品', '补品'); 'tablet' counted with '粒' (alt: '片')."
en-zh-035,EN-035,zh,"Chinese (Mandarin, Simplified)",doctor,covid19_medical_certificate,"Your antigen rapid test is positive for COVID-19. Your symptoms are mild, so you can recover at home. I will give you medicine for the fever and cough, and a medical certificate for five days. Please wear a mask when you go out, and avoid visiting your elderly relatives until you feel better.",您的抗原快速检测结果是冠病阳性。您的症状很轻微，所以可以在家里休养康复。我会开退烧和止咳的药给您，还有五天的病假单。出门的时候请戴口罩，在您好起来之前，请不要去探望家里的年长亲戚。,"Doctor uses polite '您' throughout. 'COVID-19' as the Singapore official term '冠病' (alts: '新冠', '新冠肺炎', or 'COVID-19' in Latin letters); 'antigen rapid test' as '抗原快速检测' (alt: 'ART'). 'Medical certificate' as '病假单' (alt: 'MC'); 'elderly relatives' as '年长亲戚' (alt: '长辈')."
en-my-001,EN-001,my,Burmese,patient,cold_flu,"Doctor, I've had a runny nose and a blocked nose for about four days now. Since yesterday I've also started sneezing a lot and my throat feels scratchy, especially in the morning. I don't think I have a fever, but I feel very tired and my whole body is aching.",ဆရာ၊ ကျွန်တော် နှာရည်ယိုတာရော နှာခေါင်းပိတ်တာရော ဖြစ်နေတာ လေးရက်လောက် ရှိပါပြီ။ မနေ့ကစပြီး နှာလည်း အရမ်းချေလာတယ်၊ လည်ချောင်းကလည်း ခြစ်ခြစ်ယားယား ဖြစ်နေတယ်၊ အထူးသဖြင့် မနက်ပိုင်းမှာပါ။ အဖျားတော့ ရှိမယ်လို့ မထင်ပါဘူး၊ ဒါပေမဲ့ အရမ်းပင်ပန်းနေပြီး တစ်ကိုယ်လုံးလည်း ကိုက်ခဲနေပါတယ်။,"'Doctor' = ဆရာ (alt. ဒေါက်တာ); 'scratchy throat' = လည်ချောင်း ခြစ်ခြစ်ယားယား (alt. လည်ချောင်းယားတယ်); 'very tired' = အရမ်းပင်ပန်း (alt. နုံးနေတယ်/မောနေတယ်). Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-002,EN-002,my,Burmese,doctor,cold_flu,"From what I can see, this looks like a viral infection of the upper airway, so antibiotics will not help you. I will give you some medicine for the runny nose and lozenges for your throat. Drink plenty of warm water, rest well, and come back if you are not better in five days.",ကျွန်တော် ကြည့်ရသလောက်တော့ ဒါက အသက်ရှူလမ်းကြောင်း အပေါ်ပိုင်းမှာ ဗိုင်းရပ်စ်ပိုး ကူးစက်တာနဲ့ တူပါတယ်၊ ဒါကြောင့် ပဋိဇီဝဆေးက ခင်ဗျားအတွက် အကျိုးမရှိပါဘူး။ နှာရည်ယိုတာအတွက် ဆေးနည်းနည်းနဲ့ လည်ချောင်းအတွက် ငုံဆေးပြားတွေ ပေးလိုက်ပါမယ်။ ရေနွေးနွေး များများသောက်ပါ၊ အနားကောင်းကောင်းယူပါ၊ ငါးရက်အတွင်း မသက်သာရင် ပြန်လာပြပါ။,"'Antibiotics' = ပဋိဇီဝဆေး (alt. colloquial ပိုးသတ်ဆေး or loanword အန်တီဘိုင်အိုတစ်); 'lozenges' = ငုံဆေးပြား (alt. လည်ချောင်းဆေးပြား). Register: male default (doctor ကျွန်တော်, addresses patient as ခင်ဗျား), polite spoken endings ပါတယ်/ပါမယ်/-ပါ (not literary သည်/၏)."
en-my-003,EN-003,my,Burmese,patient,fever,"My temperature has been going up and down for three days. Last night it reached thirty-nine point two degrees. I took two Panadol tablets and it came down a little, but after a few hours the fever came back. I also have chills and I have been sweating a lot at night.",ကျွန်တော့် ကိုယ်အပူချိန်က သုံးရက်ရှိပြီ၊ တက်လိုက်ကျလိုက် ဖြစ်နေပါတယ်။ မနေ့ညက သုံးဆယ့်ကိုး ဒသမ နှစ် ဒီဂရီအထိ ရောက်သွားတယ်။ ပနာဒေါ နှစ်လုံး သောက်လိုက်တော့ နည်းနည်းကျသွားပေမဲ့ နာရီအနည်းငယ်ကြာတော့ အဖျားပြန်တက်လာပါတယ်။ ချမ်းတုန်တာလည်း ရှိပြီး ညဘက်မှာ ချွေးလည်း အရမ်းထွက်နေပါတယ်။,"Brand name Panadol transliterated as ပနာဒေါ; decimal read as ဒသမ (spoken alt. ပွိုင့်, i.e. သုံးဆယ့်ကိုး ပွိုင့်နှစ်). 'Chills' = ချမ်းတုန်တာ (alt. ချမ်းတာ). Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-004,EN-004,my,Burmese,doctor,dengue,"Because you have had a high fever for three days with pain behind your eyes and body aches, I am worried this could be dengue. I will send you for a blood test today to check your platelet count. Please avoid ibuprofen and aspirin, and only take paracetamol for the fever.",ခင်ဗျား အဖျားပြင်းပြင်း ဖျားနေတာ သုံးရက်ရှိပြီ၊ မျက်လုံးနောက်ဘက်မှာ နာတာနဲ့ ကိုယ်လက်ကိုက်ခဲတာတွေလည်း ရှိနေတော့ သွေးလွန်တုပ်ကွေး ဖြစ်နေမလားလို့ ကျွန်တော် စိုးရိမ်မိပါတယ်။ ပလိတ်လက် အရေအတွက်ကို စစ်ဖို့ ဒီနေ့ပဲ ခင်ဗျားကို သွေးစစ်ခိုင်းလိုက်ပါမယ်။ အိုင်ဗူပရိုဖင်နဲ့ အက်စ်ပရင်ကို ရှောင်ပေးပါ၊ အဖျားအတွက် ပါရာစီတမောကိုပဲ သောက်ပါ။,"Dengue = သွေးလွန်တုပ်ကွေး; 'platelet' kept as loanword ပလိတ်လက် as commonly used for dengue (native alt. သွေးဥမွှား); drug names transliterated (အိုင်ဗူပရိုဖင်, အက်စ်ပရင်, ပါရာစီတမော). Register: male default (doctor ကျွန်တော်, addresses patient as ခင်ဗျား), polite spoken endings ပါတယ်/ပါမယ်/-ပါ (not literary သည်/၏)."
en-my-005,EN-005,my,Burmese,patient,sore_throat,"My throat has been very painful for two days, and it hurts so much when I swallow that I can barely eat. When I looked in the mirror, I saw some white spots at the back of my throat. My neck also feels a bit swollen and tender on both sides.",ကျွန်တော့် လည်ချောင်းက နှစ်ရက်ရှိပြီ အရမ်းနာနေပါတယ်၊ မျိုချတဲ့အခါ အရမ်းနာလို့ စားလို့တောင် မရသလောက် ဖြစ်နေတယ်။ မှန်ထဲမှာ ကြည့်လိုက်တော့ လည်ချောင်းနောက်ဘက်မှာ အဖြူစက်လေးတွေ တွေ့ရတယ်။ လည်ပင်းလည်း နှစ်ဘက်စလုံးမှာ နည်းနည်းရောင်နေသလိုပဲ၊ ထိရင်လည်း နာပါတယ်။,"'Tender' rendered as ထိရင်နာ (painful to touch); 'white spots' = အဖြူစက်လေးတွေ (alt. အဖြူကွက်လေးတွေ). Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-006,EN-006,my,Burmese,doctor,sore_throat,"Your tonsils are swollen and there is pus on them, which suggests a bacterial infection. I am going to prescribe a course of antibiotics for seven days. Please finish the whole course even if you feel better after two or three days, otherwise the infection may come back.",ခင်ဗျားရဲ့ အာသီးတွေ ရောင်နေပြီး အပေါ်မှာ ပြည်တွေ ရှိနေပါတယ်၊ ဒါက ဘက်တီးရီးယားပိုး ကူးစက်တာကို ပြနေပါတယ်။ ပဋိဇီဝဆေးကို ခုနစ်ရက်စာ ညွှန်းပေးလိုက်ပါမယ်။ နှစ်ရက်သုံးရက်အကြာမှာ နေလို့ကောင်းလာရင်တောင် ဆေးကို အကုန်ကုန်အောင် သောက်ပေးပါ၊ မဟုတ်ရင် ရောဂါပိုး ပြန်ဖြစ်လာနိုင်ပါတယ်။,"Tonsils = အာသီး; pus = ပြည်; antibiotics = ပဋိဇီဝဆေး (alt. ပိုးသတ်ဆေး); 'finish the whole course' = ဆေးကို အကုန်ကုန်အောင် သောက် (alt. ဆေးတစ်ကြောင်းလုံး ပြည့်အောင်). Register: male default (doctor ကျွန်တော်, addresses patient as ခင်ဗျား), polite spoken endings ပါတယ်/ပါမယ်/-ပါ (not literary သည်/၏)."
en-my-007,EN-007,my,Burmese,patient,cough,"I have had a cough for almost three weeks now. At the start it was a dry cough, but now I am coughing up yellowish phlegm. The coughing is worse at night and sometimes it keeps me awake. I also feel a bit breathless when I climb the stairs to my flat.",ကျွန်တော် ချောင်းဆိုးနေတာ သုံးပတ်နီးပါး ရှိပါပြီ။ အစပိုင်းမှာ ချောင်းခြောက်ဆိုးတာပါ၊ ဒါပေမဲ့ အခု ချောင်းဆိုးရင် အဝါရောင်သန်းတဲ့ သလိပ်တွေ ထွက်လာပါတယ်။ ညဘက်မှာ ချောင်းဆိုးတာ ပိုဆိုးပြီး တစ်ခါတလေ အိပ်လို့မရအောင် ဖြစ်တယ်။ ကျွန်တော့် တိုက်ခန်းကို လှေကားတက်တဲ့အခါ နည်းနည်း မောလည်း မောပါတယ်။,"Dry cough = ချောင်းခြောက်ဆိုး; phlegm = သလိပ် (alt. ချွဲ); 'flat' = တိုက်ခန်း; breathless = မော (alt. အသက်ရှူမဝ). Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-008,EN-008,my,Burmese,doctor,asthma,"I am going to show you how to use this inhaler properly. First, shake it well, then breathe out fully. Put the mouthpiece in your mouth and press down once while you breathe in slowly and deeply. Then hold your breath for about ten seconds before you breathe out again.",ဒီရှူဆေးကို ဘယ်လို မှန်မှန်ကန်ကန် သုံးရမလဲဆိုတာ ကျွန်တော် ပြပေးပါမယ်။ ပထမဆုံး သေချာလှုပ်ပါ၊ ပြီးရင် လေကို အကုန်ရှူထုတ်ပါ။ ပါးစပ်နဲ့တေ့ရတဲ့ အပိုင်းကို ပါးစပ်ထဲ ထည့်ပြီး ဖြည်းဖြည်းနဲ့ ဝဝ ရှူသွင်းနေရင်း တစ်ချက် နှိပ်ပါ။ ပြီးရင် လေကို ပြန်မထုတ်ခင် ဆယ်စက္ကန့်လောက် အသက်အောင့်ထားပါ။,"Inhaler = ရှူဆေး (alt. ရှူဆေးဘူး / loanword အင်ဟေလာ); 'mouthpiece' described as ပါးစပ်နဲ့တေ့ရတဲ့ အပိုင်း since there is no common single term; 'hold your breath' = အသက်အောင့်. Register: male default (doctor ကျွန်တော်, addresses patient as ခင်ဗျား), polite spoken endings ပါတယ်/ပါမယ်/-ပါ (not literary သည်/၏)."
en-my-009,EN-009,my,Burmese,patient,gastroenteritis,"Since yesterday evening I have had diarrhoea about six or seven times, and I vomited twice this morning. I think it might be from the seafood I ate at a hawker centre. I have some stomach cramps, and I feel weak and dizzy when I stand up too quickly.",မနေ့ညနေကစပြီး ကျွန်တော် ဝမ်းလျှောတာ ခြောက်ခါ ခုနစ်ခါလောက် ရှိပြီ၊ ဒီမနက် နှစ်ခါ အန်ပါတယ်။ ဟော့ကာစင်တာမှာ စားခဲ့တဲ့ ပင်လယ်စာကြောင့် ဖြစ်နိုင်မယ်ထင်ပါတယ်။ ဗိုက်လည်း နည်းနည်း အောင့်နေပြီး အရမ်းမြန်မြန် ထရပ်လိုက်ရင် အားမရှိသလို ခေါင်းမူးပါတယ်။,"Singapore 'hawker centre' transliterated ဟော့ကာစင်တာ (alt. descriptive စားသောက်ဆိုင်တန်း); diarrhoea = ဝမ်းလျှော (alt. ဝမ်းသွား); stomach cramps = ဗိုက်အောင့် (alt. ဗိုက်နာ). Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-010,EN-010,my,Burmese,doctor,gastroenteritis,"You are a little dehydrated, so the most important thing is to replace the fluids you have lost. Take small sips of this oral rehydration solution frequently throughout the day. Avoid oily and spicy food and milk for now, and come back immediately if you see blood in your stool.",ခင်ဗျား ကိုယ်ထဲမှာ ရေဓာတ် နည်းနည်း ခန်းနေပါတယ်၊ ဒါကြောင့် အရေးအကြီးဆုံးက ဆုံးရှုံးသွားတဲ့ ရေဓာတ်ကို ပြန်ဖြည့်ဖို့ပါပဲ။ ဒီဓာတ်ဆားရည်ကို တစ်နေကုန် ခဏခဏ နည်းနည်းချင်း သောက်ပါ။ လောလောဆယ် အဆီများတဲ့ အစားအစာ၊ စပ်တဲ့ အစားအစာနဲ့ နွားနို့ကို ရှောင်ပါ၊ ဝမ်းထဲမှာ သွေးပါတာ တွေ့ရင် ချက်ချင်း ပြန်လာပြပါ။,"Oral rehydration solution = ဓာတ်ဆားရည် (the standard lay term, alt. ORS/ဓာတ်ဆား); dehydrated = ရေဓာတ်ခန်း (alt. ရေဓာတ်နည်း); stool = ဝမ်း. Register: male default (doctor ကျွန်တော်, addresses patient as ခင်ဗျား), polite spoken endings ပါတယ်/ပါမယ်/-ပါ (not literary သည်/၏)."
en-my-011,EN-011,my,Burmese,patient,gastric_reflux,"I often get a burning feeling in my chest and upper stomach, especially after big meals or when I lie down at night. Sometimes a sour liquid comes up into my throat. It has been happening for about two months, and it gets worse whenever I drink coffee.",ကျွန်တော် ရင်ဘတ်နဲ့ ဗိုက်အပေါ်ပိုင်းမှာ ပူလောင်သလို ခဏခဏ ခံစားရပါတယ်၊ အထူးသဖြင့် အများကြီး စားပြီးတဲ့အခါ ဒါမှမဟုတ် ညဘက် လှဲအိပ်တဲ့အခါမှာပါ။ တစ်ခါတလေ ချဉ်တဲ့ အရည်တွေ လည်ချောင်းထဲ ပြန်တက်လာပါတယ်။ ဒီလိုဖြစ်နေတာ နှစ်လလောက် ရှိပြီ၊ ကော်ဖီသောက်တိုင်း ပိုဆိုးလာပါတယ်။,"Burning feeling = ပူလောင်သလို ခံစားရ (alt. idiom ရင်ပူတယ် for heartburn); 'upper stomach' = ဗိုက်အပေါ်ပိုင်း (alt. အစာအိမ်နေရာ); sour liquid = ချဉ်တဲ့ အရည်. Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-012,EN-012,my,Burmese,patient,hypertension,"I am here for my blood pressure follow-up. I have been taking my medicine every morning, but sometimes I forget on the weekends. When I checked at home last week, the reading was around one hundred and fifty over ninety-five. I have also been getting headaches at the back of my head.",ကျွန်တော် သွေးပေါင်အတွက် ပြန်ပြဖို့ လာတာပါ။ ဆေးကို မနက်တိုင်း သောက်နေပါတယ်၊ ဒါပေမဲ့ စနေ တနင်္ဂနွေ ရက်တွေမှာ တစ်ခါတလေ မေ့သွားတတ်ပါတယ်။ ပြီးခဲ့တဲ့အပတ်က အိမ်မှာ တိုင်းကြည့်တော့ အပေါ် တစ်ရာ့ငါးဆယ်၊ အောက် ကိုးဆယ့်ငါးလောက် ရှိပါတယ်။ ခေါင်းနောက်စေ့မှာ ခေါင်းကိုက်တာလည်း ဖြစ်နေပါတယ်။,"'Blood pressure follow-up' = သွေးပေါင်အတွက် ပြန်ပြ (alt. lay သွေးတိုး); reading given in the usual spoken form အပေါ် တစ်ရာ့ငါးဆယ်၊ အောက် ကိုးဆယ့်ငါး (alt. တစ်ရာ့ငါးဆယ်ရဲ့ ကိုးဆယ့်ငါး); weekends = စနေ တနင်္ဂနွေ. Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
en-my-013,EN-013,my,Burmese,doctor,hypertension,"Your blood pressure today is still higher than we would like it to be. I am going to increase the dose of your medication from five milligrams to ten milligrams once a day. Please also try to cut down on salty food, such as instant noodles, soups and sauces, and exercise regularly.",ခင်ဗျားရဲ့ သွေးပေါင်က ဒီနေ့ ကျွန်တော်တို့ လိုချင်တာထက် မြင့်နေပါသေးတယ်။ ခင်ဗျား သောက်နေတဲ့ ဆေးပမာဏကို ငါးမီလီဂရမ်ကနေ တစ်နေ့တစ်ကြိမ် ဆယ်မီလီဂရမ်အထိ တိုးပေးပါမယ်။ အသင့်စားခေါက်ဆွဲ၊ ဟင်းရည်နဲ့ ဆော့စ်တွေလို ဆားငန်တဲ့ အစားအစာတွေကိုလည်း လျှော့စားဖို့ ကြိုးစားပြီး ပုံမှန် လေ့ကျင့်ခန်း လုပ်ပေးပါ။,"'Blood pressure' = သွေးပေါင် as in EN-012/EN-033 (alt. သွေးပေါင်ချိန်, သွေးဖိအား); 'milligrams' = မီလီဂရမ် (spoken မီလီ also acceptable). 'Instant noodles' = အသင့်စားခေါက်ဆွဲ (alt. ခေါက်ဆွဲခြောက်, brand မာမား), 'sauces' = loanword ဆော့စ်. Register: male default (doctor ကျွန်တော်, addresses patient as ခင်ဗျား), polite spoken endings ပါတယ်/ပါမယ်/-ပါ (not literary သည်/၏)."
en-my-014,EN-014,my,Burmese,patient,diabetes,"I have been feeling very thirsty lately, and I need to go to the toilet many times at night to pass urine. I have also lost about four kilograms in the last two months even though I was not trying to diet. My mother has diabetes, so I am a bit worried.",ကျွန်တော် အခုတလော ရေအရမ်းငတ်နေပြီး ညဘက်မှာ ဆီးသွားဖို့ အိမ်သာကို အကြိမ်ကြိမ် သွားနေရပါတယ်။ အစားလျှော့ဖို့ မကြိုးစားထားပေမဲ့ လွန်ခဲ့တဲ့ နှစ်လအတွင်းမှာ ကိုယ်အလေးချိန် လေးကီလိုလောက် ကျသွားပါတယ်။ ကျွန်တော့် အမေက ဆီးချိုရောဂါ ရှိတော့ ကျွန်တော် နည်းနည်း စိုးရိမ်နေပါတယ်။,"'Diabetes' = 'ဆီးချိုရောဂါ' (alt 'ဆီးချို', 'သွေးချို'); 'kilograms' rendered in spoken short form 'ကီလို' (alt 'ကီလိုဂရမ်'). 'Diet' = 'အစားလျှော့' (alt loanword 'ဒိုင်းယက်' or 'ဝိတ်ချ'); 'even though' spelled ပေမဲ့ throughout the set (alt. spelling ပေမယ့်). Register: male default (ကျွန်တော်/ကျွန်တော့်), polite spoken endings တယ်/ပါတယ် (not literary သည်/၏), with no sentence-final ခင်ဗျာ added since the source has none."
